Sales_Order_No,Doc_Type,Order_Date,Delivery_Date,Invoice_Date,Payment_Date,Customer_ID,Customer_Name,City,State,Country,Customer_Type,Material_Code,Material_Desc,Category,Plant,Shipping_Point,Division,Sales_Rep,Quantity,Unit_Price_INR,Discount_Pct,Net_Value_INR,COGS_INR,Gross_Profit_INR,Profit_Margin_Pct,Delivery_Days,Payment_Days,Order_Status,Month,Quarter,Year
SO-2024340,ZEX,2024-02-07,2024-02-19,2024-02-20,,C011,Global Tech Corp,New York,NY,US,Export,MAT-1009,Electrical,Electrical,PL02-Pune,SP01,30,SR002-Priya Patel,7,34286.44,6.97,223283.59,147000,76283.59,34.16,12,,Cancelled,February,Q1,2024
SO-2024341,OR,2024-11-13,2024-11-18,2024-11-20,2024-12-10,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP03,30,SR003-Arjun Singh,32,1221.12,7.4,36185.64,23040,13145.64,36.33,5,20.0,Payment Received,November,Q4,2024
SO-2024342,ZEX,2024-08-07,2024-08-15,2024-08-16,2024-09-05,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1006,Electrical,Electrical,PL02-Pune,SP02,10,SR003-Arjun Singh,16,19221.28,8.55,281256.91,172800,108456.91,38.56,8,20.0,Payment Received,August,Q3,2024
SO-2024343,OR,2024-08-16,2024-08-30,2024-09-02,2024-10-03,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP03,10,SR003-Arjun Singh,36,5797.95,7.75,192556.96,129600,62956.96,32.7,14,31.0,Payment Received,August,Q3,2024
SO-2024344,ZEX,2024-02-08,2024-02-11,2024-02-16,2024-03-27,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR003-Arjun Singh,2,9111.12,6.95,16956.37,10200,6756.37,39.85,3,40.0,Payment Received,February,Q1,2024
SO-2024345,OR,2024-08-29,2024-09-05,2024-09-08,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP03,10,SR004-Meena Nair,15,37930.05,7.08,528696.25,315000,213696.25,40.42,7,,Invoiced,August,Q3,2024
SO-2024346,OR,2024-01-06,2024-01-16,2024-01-21,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP03,10,SR004-Meena Nair,11,37225.33,1.68,402581.19,231000,171581.19,42.62,10,,Invoiced,January,Q1,2024
SO-2024347,OR,2024-04-22,2024-05-10,2024-05-12,2024-05-16,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL02-Pune,SP02,20,SR004-Meena Nair,17,15081.23,0.51,255063.86,153000,102063.86,40.02,18,4.0,Payment Received,April,Q2,2024
SO-2024348,ZOR,2024-11-28,2024-12-11,2024-12-12,2025-01-26,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP03,10,SR004-Meena Nair,34,15675.53,3.28,515476.17,306000,209476.17,40.64,13,45.0,Payment Received,November,Q4,2024
SO-2024349,ZEX,2024-07-06,2024-07-27,2024-07-28,2024-08-30,C011,Global Tech Corp,New York,NY,US,Export,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP02,20,SR004-Meena Nair,17,12077.39,10.89,182963.13,122400,60563.13,33.1,21,33.0,Payment Received,July,Q3,2024
SO-2024350,OR,2024-09-13,2024-09-20,2024-09-24,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP02,30,SR001-Rahul Sharma,15,14423.45,7.72,199645.64,135000,64645.64,32.38,7,,Invoiced,September,Q3,2024
SO-2024351,ZEX,2024-07-31,2024-08-13,2024-08-14,,C011,Global Tech Corp,New York,NY,US,Export,MAT-1004,Electrical,Electrical,PL02-Pune,SP01,10,SR001-Rahul Sharma,44,3576.38,2.53,153381.84,92400,60981.84,39.76,13,,Invoiced,July,Q3,2024
SO-2024352,OR,2024-10-30,2024-11-07,2024-11-09,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP03,20,SR005-Vikram Rao,33,8602.91,6.87,264400.16,178200,86200.16,32.6,8,,Invoiced,October,Q4,2024
SO-2024353,OR,2024-12-04,2024-12-16,2024-12-17,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL02-Pune,SP03,10,SR005-Vikram Rao,29,15614.68,5.66,427209.63,261000,166209.63,38.91,12,,Invoiced,December,Q4,2024
SO-2024354,ZEX,2024-11-15,2024-12-04,2024-12-07,2024-12-17,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1003,Electrical,Electrical,PL01-Mumbai,SP01,20,SR004-Meena Nair,47,23162.45,11.07,968142.62,620400,347742.62,35.92,19,10.0,Payment Received,November,Q4,2024
SO-2024355,ZOR,2024-01-09,2024-01-18,2024-01-23,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP03,30,SR001-Rahul Sharma,33,8947.57,9.92,265984.42,168300,97684.42,36.73,9,,Delivered,January,Q1,2024
SO-2024356,ZEX,2024-09-14,2024-09-20,2024-09-21,2024-10-21,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP03,20,SR005-Vikram Rao,43,33934.23,7.24,1353502.96,903000,450502.96,33.28,6,30.0,Payment Received,September,Q3,2024
SO-2024357,ZOR,2024-01-23,2024-02-11,2024-02-15,2024-02-29,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP03,10,SR004-Meena Nair,31,19231.8,4.57,568911.27,334800,234111.27,41.15,19,14.0,Payment Received,January,Q1,2024
SO-2024358,OR,2024-09-01,2024-09-11,2024-09-12,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL03-Bangalore,SP01,30,SR005-Vikram Rao,39,1297.82,4.9,48132.87,28080,20052.87,41.66,10,,Delivered,September,Q3,2024
SO-2024359,OR,2024-01-04,2024-01-19,2024-01-21,2024-03-05,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1009,Electrical,Electrical,PL02-Pune,SP02,30,SR004-Meena Nair,21,35396.44,1.28,733818.05,441000,292818.05,39.9,15,44.0,Payment Received,January,Q1,2024
SO-2024360,OR,2024-11-09,2024-11-20,2024-11-24,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP03,20,SR003-Arjun Singh,14,18215.72,9.41,231034.22,151200,79834.22,34.56,11,,Invoiced,November,Q4,2024
SO-2024361,ZOR,2024-06-25,2024-07-10,2024-07-12,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP01,30,SR004-Meena Nair,43,8710.77,2.76,364235.27,232200,132035.27,36.25,15,,Open,June,Q2,2024
SO-2024362,ZEX,2024-10-08,2024-10-12,2024-10-14,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP02,10,SR001-Rahul Sharma,41,17114.28,1.09,694015.81,442800,251215.81,36.2,4,,Invoiced,October,Q4,2024
SO-2024363,ZOR,2024-07-08,2024-07-13,2024-07-18,2024-07-20,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1004,Electrical,Electrical,PL02-Pune,SP03,30,SR001-Rahul Sharma,47,3526.77,11.81,146176.6,98700,47476.6,32.48,5,2.0,Payment Received,July,Q3,2024
SO-2024364,ZEX,2024-11-23,2024-12-11,2024-12-15,2024-12-15,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1003,Electrical,Electrical,PL01-Mumbai,SP01,30,SR005-Vikram Rao,13,23706.87,11.17,273767.37,171600,102167.37,37.32,18,0.0,Payment Received,November,Q4,2024
SO-2024365,OR,2024-11-10,2024-11-18,2024-11-19,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1004,Electrical,Electrical,PL02-Pune,SP02,30,SR004-Meena Nair,16,3668.89,11.71,51829.46,33600,18229.46,35.17,8,,Cancelled,November,Q4,2024
SO-2024366,OR,2024-04-12,2024-05-01,2024-05-02,2024-06-18,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL03-Bangalore,SP03,20,SR003-Arjun Singh,46,8642.63,1.08,393259.55,248400,144859.55,36.84,19,47.0,Payment Received,April,Q2,2024
SO-2024367,OR,2024-11-06,2024-11-15,2024-11-19,2025-01-17,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP01,30,SR003-Arjun Singh,26,3626.83,3.13,91342.86,54600,36742.86,40.23,9,59.0,Payment Received,November,Q4,2024
SO-2024368,OR,2024-09-19,2024-09-30,2024-10-05,2024-11-26,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR004-Meena Nair,37,8393.93,5.31,294073.86,188700,105373.86,35.83,11,52.0,Payment Received,September,Q3,2024
SO-2024369,ZOR,2024-09-03,2024-09-09,2024-09-12,2024-09-16,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL02-Pune,SP02,20,SR005-Vikram Rao,25,15675.74,11.93,345139.11,225000,120139.11,34.81,6,4.0,Payment Received,September,Q3,2024
SO-2024370,OR,2024-12-24,2025-01-04,2025-01-06,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR003-Arjun Singh,6,15147.59,8.99,82719.08,54000,28719.08,34.72,11,,Delivered,December,Q4,2024
SO-2024371,OR,2024-05-17,2024-05-25,2024-05-27,,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP01,30,SR003-Arjun Singh,48,8819.55,8.83,385978.15,259200,126778.15,32.85,8,,Invoiced,May,Q2,2024
SO-2024372,OR,2024-03-02,2024-03-07,2024-03-11,2024-04-19,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP03,20,SR004-Meena Nair,1,9049.41,6.5,8461.41,5100,3361.41,39.73,5,39.0,Payment Received,March,Q1,2024
SO-2024373,OR,2024-09-08,2024-09-16,2024-09-21,2024-10-08,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP02,30,SR001-Rahul Sharma,26,1179.98,6.92,28556.39,18720,9836.39,34.45,8,17.0,Payment Received,September,Q3,2024
SO-2024374,OR,2024-07-20,2024-07-28,2024-08-01,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP02,30,SR001-Rahul Sharma,45,18499.15,3.79,800929.81,486000,314929.81,39.32,8,,Delivered,July,Q3,2024
SO-2024375,ZOR,2024-11-09,2024-11-20,2024-11-22,2024-12-27,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP02,20,SR002-Priya Patel,17,17740.28,5.66,284526.62,183600,100926.62,35.47,11,35.0,Payment Received,November,Q4,2024
SO-2024376,ZOR,2024-07-05,2024-07-20,2024-07-23,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP03,20,SR002-Priya Patel,12,18642.81,11.75,197424.48,129600,67824.48,34.35,15,,Invoiced,July,Q3,2024
SO-2024377,OR,2024-07-14,2024-07-23,2024-07-25,2024-09-14,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR005-Vikram Rao,48,11669.19,9.67,505968.34,345600,160368.34,31.7,9,51.0,Payment Received,July,Q3,2024
SO-2024378,ZEX,2024-09-06,2024-09-18,2024-09-21,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP02,20,SR001-Rahul Sharma,37,17228.82,1.19,629894.99,399600,230294.99,36.56,12,,Invoiced,September,Q3,2024
SO-2024379,OR,2024-05-13,2024-05-27,2024-05-30,2024-07-04,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP03,30,SR002-Priya Patel,36,19615.98,3.09,684336.27,388800,295536.27,43.19,14,35.0,Payment Received,May,Q2,2024
SO-2024380,OR,2024-11-28,2024-12-18,2024-12-20,2025-02-07,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL02-Pune,SP01,20,SR005-Vikram Rao,19,9029.4,8.08,157699.51,102600,55099.51,34.94,20,49.0,Payment Received,November,Q4,2024
SO-2024381,OR,2024-11-19,2024-11-26,2024-11-28,2025-01-07,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP01,10,SR003-Arjun Singh,22,6079.63,7.35,123924.24,79200,44724.24,36.09,7,40.0,Payment Received,November,Q4,2024
SO-2024382,OR,2024-06-11,2024-06-23,2024-06-26,2024-08-03,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP02,20,SR002-Priya Patel,42,18167.73,10.65,681762.82,453600,228162.82,33.47,12,38.0,Payment Received,June,Q2,2024
SO-2024383,OR,2024-03-05,2024-03-15,2024-03-18,2024-05-17,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP01,20,SR005-Vikram Rao,48,15826.57,0.96,752376.48,432000,320376.48,42.58,10,60.0,Payment Received,March,Q1,2024
SO-2024384,OR,2024-07-22,2024-08-10,2024-08-11,2024-08-17,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR004-Meena Nair,17,15640.73,1.01,263202.28,153000,110202.28,41.87,19,6.0,Payment Received,July,Q3,2024
SO-2024385,ZEX,2024-03-08,2024-03-27,2024-03-29,2024-03-30,C011,Global Tech Corp,New York,NY,US,Export,MAT-1003,Electrical,Electrical,PL02-Pune,SP02,30,SR003-Arjun Singh,3,23089.71,10.32,62117.5,39600,22517.5,36.25,19,1.0,Payment Received,March,Q1,2024
SO-2024386,ZOR,2024-03-10,2024-03-30,2024-04-01,2024-05-08,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR003-Arjun Singh,39,6110.89,8.99,216906.58,140400,76506.58,35.27,20,37.0,Payment Received,March,Q1,2024
SO-2024387,OR,2024-10-03,2024-10-13,2024-10-14,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP01,20,SR003-Arjun Singh,20,6029.2,3.12,116824.67,72000,44824.67,38.37,10,,Delivered,October,Q4,2024
SO-2024388,ZOR,2024-01-05,2024-01-23,2024-01-27,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP03,20,SR002-Priya Patel,1,37270.81,9.58,33701.92,21000,12701.92,37.69,18,,Invoiced,January,Q1,2024
SO-2024389,OR,2024-08-11,2024-08-26,2024-08-28,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP02,30,SR002-Priya Patel,46,37119.87,4.68,1627659.01,966000,661659.01,40.65,15,,Invoiced,August,Q3,2024
SO-2024390,OR,2024-12-21,2025-01-01,2025-01-04,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP01,20,SR001-Rahul Sharma,48,9268.12,3.23,430519.09,259200,171319.09,39.79,11,,Open,December,Q4,2024
SO-2024391,ZEX,2024-11-12,2024-11-29,2024-12-02,,C011,Global Tech Corp,New York,NY,US,Export,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP01,10,SR001-Rahul Sharma,40,6142.8,3.85,236257.54,144000,92257.54,39.05,17,,Invoiced,November,Q4,2024
SO-2024392,OR,2024-03-05,2024-03-22,2024-03-23,2024-04-06,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP02,20,SR001-Rahul Sharma,6,1167.12,5.92,6587.97,4320,2267.97,34.43,17,14.0,Payment Received,March,Q1,2024
SO-2024393,OR,2024-03-15,2024-03-19,2024-03-22,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP02,10,SR001-Rahul Sharma,26,8166.02,5.64,200338.02,132600,67738.02,33.81,4,,Open,March,Q1,2024
SO-2024394,ZEX,2024-07-16,2024-08-02,2024-08-04,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP01,20,SR004-Meena Nair,3,3429.57,8.82,9380.85,6300,3080.85,32.84,17,,Delivered,July,Q3,2024
SO-2024395,ZEX,2024-06-14,2024-06-22,2024-06-23,2024-08-09,C011,Global Tech Corp,New York,NY,US,Export,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP02,10,SR002-Priya Patel,36,1233.77,3.04,43065.48,25920,17145.48,39.81,8,47.0,Payment Received,June,Q2,2024
SO-2024396,OR,2024-11-20,2024-12-06,2024-12-09,2024-12-09,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP01,30,SR004-Meena Nair,11,3742.05,7.02,38274.49,23100,15174.49,39.65,16,0.0,Payment Received,November,Q4,2024
SO-2024397,ZEX,2024-03-20,2024-04-03,2024-04-04,2024-04-19,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1010,Raw Material,Raw Material,PL03-Bangalore,SP01,10,SR003-Arjun Singh,11,9224.89,8.23,93121.15,59400,33721.15,36.21,14,15.0,Payment Received,March,Q1,2024
SO-2024398,ZEX,2024-12-25,2025-01-14,2025-01-15,2025-01-23,C011,Global Tech Corp,New York,NY,US,Export,MAT-1003,Electrical,Electrical,PL02-Pune,SP02,30,SR002-Priya Patel,32,21667.83,11.78,611690.65,422400,189290.65,30.95,20,8.0,Payment Received,December,Q4,2024
SO-2024399,OR,2024-07-02,2024-07-09,2024-07-12,2024-09-07,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP01,30,SR002-Priya Patel,3,12273.54,5.25,34887.55,21600,13287.55,38.09,7,57.0,Payment Received,July,Q3,2024
SO-2024400,OR,2024-06-14,2024-07-01,2024-07-04,2024-08-28,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP02,20,SR005-Vikram Rao,39,19569.08,6.65,712409.32,421200,291209.32,40.88,17,55.0,Payment Received,June,Q2,2024
SO-2024401,OR,2024-01-01,2024-01-20,2024-01-24,2024-03-10,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP02,30,SR001-Rahul Sharma,12,6494.64,7.44,72139.74,43200,28939.74,40.12,19,46.0,Payment Received,January,Q1,2024
SO-2024402,ZEX,2024-07-17,2024-07-26,2024-07-31,2024-09-12,C011,Global Tech Corp,New York,NY,US,Export,MAT-1009,Electrical,Electrical,PL02-Pune,SP03,20,SR001-Rahul Sharma,32,37270.1,1.85,1170584.46,672000,498584.46,42.59,9,43.0,Payment Received,July,Q3,2024
SO-2024403,OR,2024-12-03,2024-12-08,2024-12-09,2025-01-31,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP01,30,SR004-Meena Nair,9,34187.85,0.38,306535.97,189000,117535.97,38.34,5,53.0,Payment Received,December,Q4,2024
SO-2024404,ZEX,2024-09-26,2024-10-17,2024-10-20,,C011,Global Tech Corp,New York,NY,US,Export,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR001-Rahul Sharma,24,5898.65,8.61,129372.78,86400,42972.78,33.22,21,,Delivered,September,Q3,2024
SO-2024405,ZOR,2024-07-03,2024-07-23,2024-07-27,2024-09-17,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP03,10,SR003-Arjun Singh,24,16037.06,0.7,382196.79,216000,166196.79,43.48,20,52.0,Payment Received,July,Q3,2024
SO-2024406,ZOR,2024-09-22,2024-09-28,2024-09-29,2024-11-14,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP03,10,SR005-Vikram Rao,15,3604.12,2.27,52832.72,31500,21332.72,40.38,6,46.0,Payment Received,September,Q3,2024
SO-2024407,ZEX,2024-07-31,2024-08-06,2024-08-11,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP01,30,SR004-Meena Nair,44,35658.28,7.98,1443715.46,924000,519715.46,36.0,6,,Open,July,Q3,2024
SO-2024408,ZOR,2024-12-02,2024-12-10,2024-12-15,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP02,20,SR004-Meena Nair,29,19620.5,10.83,507373.52,313200,194173.52,38.27,8,,Cancelled,December,Q4,2024
SO-2024409,ZEX,2024-11-07,2024-11-17,2024-11-22,2024-12-26,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1006,Electrical,Electrical,PL02-Pune,SP02,20,SR004-Meena Nair,14,18112.67,6.6,236834.01,151200,85634.01,36.16,10,34.0,Payment Received,November,Q4,2024
SO-2024410,OR,2024-05-25,2024-05-28,2024-06-02,,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR005-Vikram Rao,20,14264.78,11.81,251594.39,180000,71594.39,28.46,3,,Open,May,Q2,2024
SO-2024411,OR,2024-10-19,2024-11-09,2024-11-11,2024-11-17,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP01,10,SR003-Arjun Singh,3,35666.94,1.87,104996.39,63000,41996.39,40.0,21,6.0,Payment Received,October,Q4,2024
SO-2024412,ZEX,2024-02-17,2024-03-09,2024-03-13,2024-04-18,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP02,30,SR005-Vikram Rao,14,1272.17,8.68,16263.88,10080,6183.88,38.02,21,36.0,Payment Received,February,Q1,2024
SO-2024413,OR,2024-11-24,2024-12-06,2024-12-07,2025-01-22,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL02-Pune,SP02,10,SR002-Priya Patel,37,9065.09,9.36,304009.11,199800,104209.11,34.28,12,46.0,Payment Received,November,Q4,2024
SO-2024414,ZEX,2024-01-06,2024-01-21,2024-01-22,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1010,Raw Material,Raw Material,PL03-Bangalore,SP03,10,SR002-Priya Patel,34,8605.6,6.48,273632.88,183600,90032.88,32.9,15,,Invoiced,January,Q1,2024
SO-2024415,OR,2024-08-16,2024-09-06,2024-09-11,,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP02,30,SR001-Rahul Sharma,15,12177.48,9.44,165425.49,108000,57425.49,34.71,21,,Invoiced,August,Q3,2024
SO-2024416,OR,2024-05-14,2024-05-19,2024-05-23,2024-06-24,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR005-Vikram Rao,28,12792.89,1.56,352596.73,201600,150996.73,42.82,5,32.0,Payment Received,May,Q2,2024
SO-2024417,ZOR,2024-11-11,2024-11-30,2024-12-02,,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP01,30,SR004-Meena Nair,5,34647.85,5.16,164298.74,105000,59298.74,36.09,19,,Open,November,Q4,2024
SO-2024418,OR,2024-06-27,2024-07-06,2024-07-09,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP02,30,SR002-Priya Patel,39,18869.61,9.24,667944.29,421200,246744.29,36.94,9,,Cancelled,June,Q2,2024
SO-2024419,ZOR,2024-04-29,2024-05-08,2024-05-11,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP01,20,SR001-Rahul Sharma,49,15889.1,1.03,770548.2,441000,329548.2,42.77,9,,Delivered,April,Q2,2024
SO-2024420,OR,2024-06-05,2024-06-22,2024-06-26,2024-06-27,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP03,20,SR005-Vikram Rao,22,8341.49,6.46,171665.02,112200,59465.02,34.64,17,1.0,Payment Received,June,Q2,2024
SO-2024421,ZEX,2024-12-21,2024-12-24,2024-12-28,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1003,Electrical,Electrical,PL01-Mumbai,SP03,30,SR003-Arjun Singh,43,22638.44,3.07,943611.83,567600,376011.83,39.85,3,,Delivered,December,Q4,2024
SO-2024422,ZOR,2024-12-01,2024-12-04,2024-12-05,2024-12-29,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP01,20,SR004-Meena Nair,43,5944.18,10.22,229464.65,154800,74664.65,32.54,3,24.0,Payment Received,December,Q4,2024
SO-2024423,ZOR,2024-09-17,2024-09-23,2024-09-26,,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP03,10,SR001-Rahul Sharma,39,12356.81,2.24,471135.06,280800,190335.06,40.4,6,,Cancelled,September,Q3,2024
SO-2024424,OR,2024-06-05,2024-06-18,2024-06-22,2024-07-17,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1009,Electrical,Electrical,PL02-Pune,SP01,30,SR003-Arjun Singh,48,34074.28,4.16,1567503.58,1008000,559503.58,35.69,13,25.0,Payment Received,June,Q2,2024
SO-2024425,ZEX,2024-11-16,2024-11-27,2024-12-01,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1001,Mechanical,Mechanical,PL02-Pune,SP02,30,SR002-Priya Patel,2,16374.31,11.39,29018.75,18000,11018.75,37.97,11,,Invoiced,November,Q4,2024
